Case ID,Complete Timestamp,Activity,Case ID_2,Complete Timestamp_2,Activity_2,Connection
Case 2668,2013-02-13 08:58:53,Resolve ticket,Case 2668,2013-02-28 08:59:10,Closed,Resolve ticket --> Closed
Case 2669,2012-02-03 10:54:21,Assign seriousness,Case 2669,2012-02-10 12:06:35,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2669,2012-02-10 12:06:35,Take in charge ticket,Case 2669,2012-02-10 17:56:52,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2669,2012-02-10 17:56:52,Resolve ticket,Case 2669,2012-02-17 16:44:34,Take in charge ticket,Resolve ticket --> Take in charge ticket
Case 2669,2012-02-17 16:44:34,Take in charge ticket,Case 2669,2012-02-24 08:03:54,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2669,2012-02-24 08:03:54,Resolve ticket,Case 2669,2012-02-24 08:03:55,Resolve ticket,Resolve ticket --> Resolve ticket
Case 2669,2012-02-24 08:03:55,Resolve ticket,Case 2669,2012-03-10 08:04:34,Closed,Resolve ticket --> Closed
Case 267,2011-05-05 09:41:25,Assign seriousness,Case 267,2011-05-05 09:42:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 267,2011-05-05 09:42:08,Take in charge ticket,Case 267,2011-05-05 13:14:58,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 267,2011-05-05 13:14:58,Resolve ticket,Case 267,2011-06-18 09:50:22,Closed,Resolve ticket --> Closed
Case 2670,2011-02-16 14:45:11,Assign seriousness,Case 2670,2011-02-16 14:45:22,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2670,2011-02-16 14:45:22,Take in charge ticket,Case 2670,2011-02-16 14:45:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2670,2011-02-16 14:45:39,Resolve ticket,Case 2670,2011-04-16 13:50:45,Closed,Resolve ticket --> Closed
Case 2671,2010-05-21 07:33:57,Assign seriousness,Case 2671,2010-05-25 09:39:58,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2671,2010-05-25 09:39:58,Take in charge ticket,Case 2671,2010-05-25 09:40:25,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2671,2010-05-25 09:40:25,Resolve ticket,Case 2671,2010-06-24 07:40:32,Closed,Resolve ticket --> Closed
Case 2672,2012-01-26 16:36:18,Assign seriousness,Case 2672,2012-01-26 17:13:35,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2672,2012-01-26 17:13:35,Take in charge ticket,Case 2672,2012-01-27 13:15:28,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2672,2012-01-27 13:15:28,Resolve ticket,Case 2672,2012-03-10 16:40:40,Closed,Resolve ticket --> Closed
Case 2673,2010-05-04 10:04:02,Assign seriousness,Case 2673,2010-05-04 15:21:06,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2673,2010-05-04 15:21:06,Take in charge ticket,Case 2673,2010-05-04 15:31:33,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2673,2010-05-04 15:31:33,Resolve ticket,Case 2673,2010-06-04 10:12:19,Closed,Resolve ticket --> Closed
Case 2674,2012-10-03 13:14:54,Assign seriousness,Case 2674,2012-10-10 15:41:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2674,2012-10-10 15:41:37,Take in charge ticket,Case 2674,2012-10-22 08:15:45,Wait,Take in charge ticket --> Wait
Case 2674,2012-10-22 08:15:45,Wait,Case 2674,2012-10-24 07:28:44,Take in charge ticket,Wait --> Take in charge ticket
Case 2674,2012-10-24 07:28:44,Take in charge ticket,Case 2674,2012-11-02 10:51:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2674,2012-11-02 10:51:39,Resolve ticket,Case 2674,2012-11-17 10:51:56,Closed,Resolve ticket --> Closed
Case 2675,2011-06-06 08:25:39,Assign seriousness,Case 2675,2011-06-06 08:26:03,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2675,2011-06-06 08:26:03,Take in charge ticket,Case 2675,2011-06-15 13:18:05,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2675,2011-06-15 13:18:05,Resolve ticket,Case 2675,2011-07-07 08:31:55,Closed,Resolve ticket --> Closed
Case 2676,2012-10-05 07:13:45,Assign seriousness,Case 2676,2012-11-14 15:58:24,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2676,2012-11-14 15:58:24,Take in charge ticket,Case 2676,2012-11-14 15:58:49,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2676,2012-11-14 15:58:49,Resolve ticket,Case 2676,2012-11-29 15:59:01,Closed,Resolve ticket --> Closed
Case 2677,2012-05-14 08:35:51,Assign seriousness,Case 2677,2012-05-14 08:36:07,Resolve ticket,Assign seriousness --> Resolve ticket
Case 2677,2012-05-14 08:36:07,Resolve ticket,Case 2677,2012-06-26 08:40:32,Closed,Resolve ticket --> Closed
Case 2678,2011-12-22 10:17:15,Assign seriousness,Case 2678,2011-12-22 10:17:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2678,2011-12-22 10:17:25,Take in charge ticket,Case 2678,2011-12-22 16:53:16,Wait,Take in charge ticket --> Wait
Case 2678,2011-12-22 16:53:16,Wait,Case 2678,2011-12-27 08:17:04,Take in charge ticket,Wait --> Take in charge ticket
Case 2678,2011-12-27 08:17:04,Take in charge ticket,Case 2678,2011-12-28 11:36:34,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2678,2011-12-28 11:36:34,Resolve ticket,Case 2678,2012-02-10 10:40:17,Closed,Resolve ticket --> Closed
Case 2679,2011-03-11 10:41:44,Assign seriousness,Case 2679,2011-03-30 10:49:01,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2679,2011-03-30 10:49:01,Take in charge ticket,Case 2679,2011-03-30 13:22:52,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2679,2011-03-30 13:22:52,Resolve ticket,Case 2679,2011-04-14 13:23:03,Closed,Resolve ticket --> Closed
Case 268,2010-07-23 08:22:58,Insert ticket,Case 268,2010-07-23 08:23:24,Assign seriousness,Insert ticket --> Assign seriousness
Case 268,2010-07-23 08:23:24,Assign seriousness,Case 268,2010-07-23 08:29:53,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 268,2010-07-23 08:29:53,Take in charge ticket,Case 268,2010-07-23 09:53:25,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 268,2010-07-23 09:53:25,Resolve ticket,Case 268,2010-08-25 08:30:37,Closed,Resolve ticket --> Closed
Case 2680,2010-03-10 08:51:50,Assign seriousness,Case 2680,2010-03-15 11:10:26,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2680,2010-03-15 11:10:26,Take in charge ticket,Case 2680,2010-04-20 08:31:38,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2680,2010-04-20 08:31:38,Resolve ticket,Case 2680,2010-05-05 08:31:53,Closed,Resolve ticket --> Closed
Case 2681,2012-11-20 09:03:31,Assign seriousness,Case 2681,2012-11-26 16:42:03,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2681,2012-11-26 16:42:03,Take in charge ticket,Case 2681,2012-11-30 09:01:50,Wait,Take in charge ticket --> Wait
Case 2681,2012-11-30 09:01:50,Wait,Case 2681,2012-12-07 16:04:33,Resolve ticket,Wait --> Resolve ticket
Case 2681,2012-12-07 16:04:33,Resolve ticket,Case 2681,2012-12-22 16:04:55,Closed,Resolve ticket --> Closed
Case 2682,2011-04-01 13:13:58,Assign seriousness,Case 2682,2011-04-01 13:14:10,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2682,2011-04-01 13:14:10,Take in charge ticket,Case 2682,2011-04-01 13:17:00,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2682,2011-04-01 13:17:00,Resolve ticket,Case 2682,2011-05-04 13:20:32,Closed,Resolve ticket --> Closed
Case 2683,2010-03-22 16:54:42,Assign seriousness,Case 2683,2010-03-23 09:04:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2683,2010-03-23 09:04:08,Take in charge ticket,Case 2683,2010-03-23 09:04:16,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2683,2010-03-23 09:04:16,Resolve ticket,Case 2683,2010-04-22 16:05:21,Closed,Resolve ticket --> Closed
Case 2684,2012-07-27 15:53:29,Assign seriousness,Case 2684,2012-07-27 15:53:47,Assign seriousness,Assign seriousness --> Assign seriousness
Case 2684,2012-07-27 15:53:47,Assign seriousness,Case 2684,2012-07-27 15:53:47,Assign seriousness,Assign seriousness --> Assign seriousness
Case 2684,2012-07-27 15:53:47,Assign seriousness,Case 2684,2012-07-30 08:09:53,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2684,2012-07-30 08:09:53,Take in charge ticket,Case 2684,2012-07-30 08:13:04,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2684,2012-07-30 08:13:04,Resolve ticket,Case 2684,2012-09-09 16:00:32,Closed,Resolve ticket --> Closed
Case 2685,2011-05-20 10:04:57,Assign seriousness,Case 2685,2011-05-20 10:05:26,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2685,2011-05-20 10:05:26,Take in charge ticket,Case 2685,2011-05-20 13:20:30,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2685,2011-05-20 13:20:30,Resolve ticket,Case 2685,2011-07-03 10:10:34,Closed,Resolve ticket --> Closed
Case 2687,2012-03-19 15:35:18,Assign seriousness,Case 2687,2012-03-19 15:38:16,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2687,2012-03-19 15:38:16,Take in charge ticket,Case 2687,2012-03-20 09:52:51,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2687,2012-03-20 09:52:51,Resolve ticket,Case 2687,2012-04-26 14:40:26,Closed,Resolve ticket --> Closed
Case 2688,2012-06-05 15:47:14,Assign seriousness,Case 2688,2012-06-06 07:02:13,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2688,2012-06-06 07:02:13,Take in charge ticket,Case 2688,2012-06-18 13:39:57,Wait,Take in charge ticket --> Wait
Case 2688,2012-06-18 13:39:57,Wait,Case 2688,2012-07-12 08:47:19,Resolve ticket,Wait --> Resolve ticket
Case 2688,2012-07-12 08:47:19,Resolve ticket,Case 2688,2012-07-27 08:47:27,Closed,Resolve ticket --> Closed
Case 2689,2012-05-31 12:12:52,Assign seriousness,Case 2689,2012-05-31 16:26:15,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2689,2012-05-31 16:26:15,Take in charge ticket,Case 2689,2012-06-01 10:41:12,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2689,2012-06-01 10:41:12,Resolve ticket,Case 2689,2012-07-14 12:20:28,Closed,Resolve ticket --> Closed
Case 2690,2012-04-10 16:03:47,Assign seriousness,Case 2690,2012-04-11 07:03:55,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2690,2012-04-11 07:03:55,Take in charge ticket,Case 2690,2012-05-02 07:50:12,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2690,2012-05-02 07:50:12,Resolve ticket,Case 2690,2012-05-17 07:50:34,Closed,Resolve ticket --> Closed
Case 2691,2012-05-08 08:05:48,Assign seriousness,Case 2691,2012-05-10 10:34:19,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2691,2012-05-10 10:34:19,Take in charge ticket,Case 2691,2012-05-11 08:26:19,Wait,Take in charge ticket --> Wait
Case 2691,2012-05-11 08:26:19,Wait,Case 2691,2012-05-14 08:44:41,Resolve ticket,Wait --> Resolve ticket
Case 2691,2012-05-14 08:44:41,Resolve ticket,Case 2691,2012-06-09 08:31:23,Closed,Resolve ticket --> Closed
Case 2692,2011-05-13 12:41:01,Assign seriousness,Case 2692,2011-05-13 12:41:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2692,2011-05-13 12:41:25,Take in charge ticket,Case 2692,2011-05-13 13:33:18,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2692,2011-05-13 13:33:18,Resolve ticket,Case 2692,2011-06-26 12:50:24,Closed,Resolve ticket --> Closed
Case 2693,2010-05-03 12:36:18,Assign seriousness,Case 2693,2010-05-04 13:23:15,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2693,2010-05-04 13:23:15,Take in charge ticket,Case 2693,2010-05-04 13:23:24,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2693,2010-05-04 13:23:24,Resolve ticket,Case 2693,2010-06-05 12:40:17,Closed,Resolve ticket --> Closed
Case 2694,2011-06-08 07:24:05,Assign seriousness,Case 2694,2011-06-08 07:24:35,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2694,2011-06-08 07:24:35,Take in charge ticket,Case 2694,2011-06-08 09:36:32,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2694,2011-06-08 09:36:32,Resolve ticket,Case 2694,2011-07-09 07:31:05,Closed,Resolve ticket --> Closed
Case 2696,2011-10-20 08:53:21,Assign seriousness,Case 2696,2011-10-20 08:59:58,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2696,2011-10-20 08:59:58,Take in charge ticket,Case 2696,2011-10-20 09:51:18,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2696,2011-10-20 09:51:18,Resolve ticket,Case 2696,2011-11-26 10:00:26,Closed,Resolve ticket --> Closed
Case 2697,2012-03-01 16:21:45,Assign seriousness,Case 2697,2012-03-06 15:41:44,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2697,2012-03-06 15:41:44,Take in charge ticket,Case 2697,2012-03-07 09:14:00,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2697,2012-03-07 09:14:00,Resolve ticket,Case 2697,2012-04-03 15:30:17,Closed,Resolve ticket --> Closed
Case 2698,2011-11-30 09:49:05,Assign seriousness,Case 2698,2011-11-30 09:49:38,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2698,2011-11-30 09:49:38,Take in charge ticket,Case 2698,2011-12-01 13:34:02,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2698,2011-12-01 13:34:02,Resolve ticket,Case 2698,2012-01-01 09:50:55,Closed,Resolve ticket --> Closed
Case 2699,2011-04-18 10:39:50,Assign seriousness,Case 2699,2011-04-19 07:43:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2699,2011-04-19 07:43:08,Take in charge ticket,Case 2699,2011-04-20 15:19:50,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2699,2011-04-20 15:19:50,Resolve ticket,Case 2699,2011-04-20 15:19:51,Resolve ticket,Resolve ticket --> Resolve ticket
Case 2699,2011-04-20 15:19:51,Resolve ticket,Case 2699,2011-06-05 10:40:47,Closed,Resolve ticket --> Closed
Case 27,2011-11-24 14:02:16,Assign seriousness,Case 27,2011-11-24 14:02:35,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 27,2011-11-24 14:02:35,Take in charge ticket,Case 27,2011-12-12 09:04:47,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 27,2011-12-12 09:04:47,Resolve ticket,Case 27,2011-12-27 09:05:04,Closed,Resolve ticket --> Closed
Case 270,2011-04-01 08:48:44,Assign seriousness,Case 270,2011-04-01 08:49:20,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 270,2011-04-01 08:49:20,Take in charge ticket,Case 270,2011-04-01 09:42:02,Wait,Take in charge ticket --> Wait
Case 270,2011-04-01 09:42:02,Wait,Case 270,2011-04-01 10:40:01,Wait,Wait --> Wait
Case 270,2011-04-01 10:40:01,Wait,Case 270,2011-04-04 10:05:40,Take in charge ticket,Wait --> Take in charge ticket
Case 270,2011-04-04 10:05:40,Take in charge ticket,Case 270,2011-04-06 10:48:27,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 270,2011-04-06 10:48:27,Resolve ticket,Case 270,2011-05-05 09:10:43,Closed,Resolve ticket --> Closed
Case 2700,2013-02-15 10:33:26,Assign seriousness,Case 2700,2013-02-18 16:18:51,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2700,2013-02-18 16:18:51,Take in charge ticket,Case 2700,2013-02-18 16:43:18,Wait,Take in charge ticket --> Wait
Case 2700,2013-02-18 16:43:18,Wait,Case 2700,2013-03-18 14:12:44,Resolve ticket,Wait --> Resolve ticket
Case 2700,2013-03-18 14:12:44,Resolve ticket,Case 2700,2013-04-02 13:13:00,Closed,Resolve ticket --> Closed
Case 2701,2011-03-29 09:26:08,Assign seriousness,Case 2701,2011-03-29 09:26:35,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2701,2011-03-29 09:26:35,Take in charge ticket,Case 2701,2011-03-29 15:46:24,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2701,2011-03-29 15:46:24,Resolve ticket,Case 2701,2011-04-29 09:30:16,Closed,Resolve ticket --> Closed
Case 2702,2010-09-06 15:22:19,Assign seriousness,Case 2702,2010-09-06 15:22:49,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2702,2010-09-06 15:22:49,Take in charge ticket,Case 2702,2010-09-06 15:22:54,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2702,2010-09-06 15:22:54,Resolve ticket,Case 2702,2010-11-03 16:30:43,Closed,Resolve ticket --> Closed
Case 2703,2011-02-02 07:58:41,Assign seriousness,Case 2703,2011-02-15 17:03:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2703,2011-02-15 17:03:08,Take in charge ticket,Case 2703,2011-02-18 17:16:29,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2703,2011-02-18 17:16:29,Resolve ticket,Case 2703,2011-03-05 17:16:47,Closed,Resolve ticket --> Closed
Case 2704,2011-02-02 13:50:31,Assign seriousness,Case 2704,2011-02-09 14:14:46,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2704,2011-02-09 14:14:46,Take in charge ticket,Case 2704,2011-02-09 14:15:45,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2704,2011-02-09 14:15:45,Resolve ticket,Case 2704,2011-03-12 14:01:01,Closed,Resolve ticket --> Closed
Case 2705,2012-04-12 08:17:59,Assign seriousness,Case 2705,2012-04-12 08:18:22,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2705,2012-04-12 08:18:22,Take in charge ticket,Case 2705,2012-04-12 14:17:24,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2705,2012-04-12 14:17:24,Resolve ticket,Case 2705,2012-05-15 08:20:11,Closed,Resolve ticket --> Closed
Case 2706,2010-06-11 07:34:41,Assign seriousness,Case 2706,2010-06-11 07:53:45,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2706,2010-06-11 07:53:45,Take in charge ticket,Case 2706,2010-06-11 07:55:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2706,2010-06-11 07:55:39,Resolve ticket,Case 2706,2010-07-14 07:44:28,Closed,Resolve ticket --> Closed
Case 2707,2011-03-25 13:57:37,Assign seriousness,Case 2707,2011-03-25 13:58:07,Assign seriousness,Assign seriousness --> Assign seriousness
Case 2707,2011-03-25 13:58:07,Assign seriousness,Case 2707,2011-03-28 15:54:55,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2707,2011-03-28 15:54:55,Take in charge ticket,Case 2707,2011-03-28 15:55:15,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2707,2011-03-28 15:55:15,Resolve ticket,Case 2707,2011-05-23 13:00:29,Closed,Resolve ticket --> Closed
Case 2708,2011-09-16 08:48:49,Assign seriousness,Case 2708,2011-09-21 07:38:58,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2708,2011-09-21 07:38:58,Take in charge ticket,Case 2708,2011-09-21 10:31:28,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2708,2011-09-21 10:31:28,Resolve ticket,Case 2708,2011-10-19 08:51:04,Closed,Resolve ticket --> Closed
Case 2709,2010-11-16 14:30:13,Assign seriousness,Case 2709,2010-11-17 11:40:23,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2709,2010-11-17 11:40:23,Take in charge ticket,Case 2709,2010-11-17 14:02:04,Wait,Take in charge ticket --> Wait
Case 2709,2010-11-17 14:02:04,Wait,Case 2709,2010-11-22 08:59:12,Take in charge ticket,Wait --> Take in charge ticket
Case 2709,2010-11-22 08:59:12,Take in charge ticket,Case 2709,2010-11-22 09:00:08,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2709,2010-11-22 09:00:08,Resolve ticket,Case 2709,2010-12-22 09:06:59,Closed,Resolve ticket --> Closed
Case 271,2010-03-08 11:43:25,Insert ticket,Case 271,2010-03-08 11:44:57,Assign seriousness,Insert ticket --> Assign seriousness
Case 271,2010-03-08 11:44:57,Assign seriousness,Case 271,2010-03-08 11:45:49,Assign seriousness,Assign seriousness --> Assign seriousness
Case 271,2010-03-08 11:45:49,Assign seriousness,Case 271,2010-03-08 11:52:48,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 271,2010-03-08 11:52:48,Take in charge ticket,Case 271,2010-03-08 17:00:50,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 271,2010-03-08 17:00:50,Resolve ticket,Case 271,2010-04-21 10:50:28,Closed,Resolve ticket --> Closed
Case 2710,2011-04-26 14:43:59,Assign seriousness,Case 2710,2011-05-09 15:19:53,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2710,2011-05-09 15:19:53,Take in charge ticket,Case 2710,2011-05-10 13:13:38,Wait,Take in charge ticket --> Wait
Case 2710,2011-05-10 13:13:38,Wait,Case 2710,2011-05-11 13:53:25,Wait,Wait --> Wait
Case 2710,2011-05-11 13:53:25,Wait,Case 2710,2011-05-17 07:56:14,Take in charge ticket,Wait --> Take in charge ticket
Case 2710,2011-05-17 07:56:14,Take in charge ticket,Case 2710,2011-05-17 07:56:21,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2710,2011-05-17 07:56:21,Resolve ticket,Case 2710,2011-06-02 08:50:56,Closed,Resolve ticket --> Closed
Case 2711,2012-04-03 09:39:47,Assign seriousness,Case 2711,2012-04-03 16:05:33,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2711,2012-04-03 16:05:33,Take in charge ticket,Case 2711,2012-04-10 10:25:09,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2711,2012-04-10 10:25:09,Resolve ticket,Case 2711,2012-05-04 09:40:19,Closed,Resolve ticket --> Closed
Case 2712,2010-03-10 08:50:17,Assign seriousness,Case 2712,2010-04-19 08:22:43,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2712,2010-04-19 08:22:43,Take in charge ticket,Case 2712,2010-04-19 08:23:40,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2712,2010-04-19 08:23:40,Resolve ticket,Case 2712,2010-05-04 08:23:57,Closed,Resolve ticket --> Closed
Case 2713,2012-09-24 10:34:04,Assign seriousness,Case 2713,2012-09-24 10:34:33,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2713,2012-09-24 10:34:33,Take in charge ticket,Case 2713,2012-10-04 08:00:50,Wait,Take in charge ticket --> Wait
Case 2713,2012-10-04 08:00:50,Wait,Case 2713,2012-10-12 09:04:07,Resolve ticket,Wait --> Resolve ticket
Case 2713,2012-10-12 09:04:07,Resolve ticket,Case 2713,2012-10-27 09:04:22,Closed,Resolve ticket --> Closed
Case 2714,2012-09-19 09:24:49,Assign seriousness,Case 2714,2012-09-24 07:01:36,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2714,2012-09-24 07:01:36,Take in charge ticket,Case 2714,2012-10-08 07:58:09,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2714,2012-10-08 07:58:09,Resolve ticket,Case 2714,2012-10-23 07:58:26,Closed,Resolve ticket --> Closed
Case 2715,2011-04-27 09:32:26,Assign seriousness,Case 2715,2011-04-27 09:53:02,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2715,2011-04-27 09:53:02,Take in charge ticket,Case 2715,2011-04-27 10:54:28,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2715,2011-04-27 10:54:28,Resolve ticket,Case 2715,2011-06-12 09:40:29,Closed,Resolve ticket --> Closed
Case 2716,2012-10-26 14:13:35,Assign seriousness,Case 2716,2012-10-29 15:58:56,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2716,2012-10-29 15:58:56,Take in charge ticket,Case 2716,2012-11-07 10:07:43,Wait,Take in charge ticket --> Wait
Case 2716,2012-11-07 10:07:43,Wait,Case 2716,2012-11-15 10:30:08,Resolve ticket,Wait --> Resolve ticket
Case 2716,2012-11-15 10:30:08,Resolve ticket,Case 2716,2012-11-30 10:30:23,Closed,Resolve ticket --> Closed
Case 2717,2010-09-16 16:37:47,Assign seriousness,Case 2717,2010-09-16 16:38:01,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2717,2010-09-16 16:38:01,Take in charge ticket,Case 2717,2010-09-16 16:38:13,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2717,2010-09-16 16:38:13,Resolve ticket,Case 2717,2010-10-30 16:00:56,Closed,Resolve ticket --> Closed
Case 2718,2010-10-05 12:40:46,Assign seriousness,Case 2718,2010-10-07 09:12:16,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2718,2010-10-07 09:12:16,Take in charge ticket,Case 2718,2010-10-07 09:13:07,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2718,2010-10-07 09:13:07,Resolve ticket,Case 2718,2010-11-06 10:13:25,Closed,Resolve ticket --> Closed
Case 2719,2012-05-14 12:59:38,Assign seriousness,Case 2719,2012-05-14 12:59:50,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2719,2012-05-14 12:59:50,Take in charge ticket,Case 2719,2012-05-14 13:06:27,Wait,Take in charge ticket --> Wait
Case 2719,2012-05-14 13:06:27,Wait,Case 2719,2012-05-25 07:35:47,Resolve ticket,Wait --> Resolve ticket
Case 2719,2012-05-25 07:35:47,Resolve ticket,Case 2719,2012-06-24 07:36:14,Closed,Resolve ticket --> Closed
Case 272,2012-01-25 07:58:57,Assign seriousness,Case 272,2012-01-25 08:39:02,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 272,2012-01-25 08:39:02,Take in charge ticket,Case 272,2012-02-01 11:28:32,Wait,Take in charge ticket --> Wait
Case 272,2012-02-01 11:28:32,Wait,Case 272,2012-02-28 17:21:41,Resolve ticket,Wait --> Resolve ticket
Case 272,2012-02-28 17:21:41,Resolve ticket,Case 272,2012-03-14 17:21:55,Closed,Resolve ticket --> Closed
Case 2720,2013-08-07 10:30:46,Assign seriousness,Case 2720,2013-08-09 09:38:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2720,2013-08-09 09:38:37,Take in charge ticket,Case 2720,2013-08-14 15:11:24,Require upgrade,Take in charge ticket --> Require upgrade
Case 2720,2013-08-14 15:11:24,Require upgrade,Case 2720,2013-09-10 08:17:19,Resolve ticket,Require upgrade --> Resolve ticket
Case 2720,2013-09-10 08:17:19,Resolve ticket,Case 2720,2013-09-25 08:17:26,Closed,Resolve ticket --> Closed
Case 2721,2013-06-25 10:25:43,Assign seriousness,Case 2721,2013-07-05 07:05:32,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2721,2013-07-05 07:05:32,Take in charge ticket,Case 2721,2013-07-05 07:28:50,Wait,Take in charge ticket --> Wait
Case 2721,2013-07-05 07:28:50,Wait,Case 2721,2013-07-12 15:32:05,Resolve ticket,Wait --> Resolve ticket
Case 2721,2013-07-12 15:32:05,Resolve ticket,Case 2721,2013-07-27 15:32:23,Closed,Resolve ticket --> Closed
